Title,Price,Price_Origin,Link,Image,Retailer,TimeStamp,Source,Delta
"Bose SoundLink Revolve, the Portable Bluetooth Speaker with 360 Wireless Surround Sound, Lux Gray",224.99,0,https://www.amazon.ca/dp/B06XCYGH1C/,https://m.media-amazon.com/images/I/81G616VwuXL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-224.99
"Smart Home Starter Kit, YoLink 1/4 Mile World's Longest Range Wireless Door Sensor, Water Leak Sensor, and Smart Plug Compatible with Amazon Alexa IFTTT, Smart Home Security Kit, YoLink Hub Included",216.23,0,https://www.amazon.ca/dp/B07V246GCX/,https://m.media-amazon.com/images/I/61BiHFHBtbL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-216.23
"Men's Ultra Cotton Adult Long Sleeve T-Shirt, 2-Pack",21.99,0,https://www.amazon.ca/dp/B07683LB6Q/,https://m.media-amazon.com/images/I/61HxBf1puDL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-21.99
Mens Crew T-Shirt Multipack,21.93,0,https://www.amazon.ca/dp/B07XVXSY7M/,https://m.media-amazon.com/images/I/71FKlHTAOuL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-21.93
"Sengled Smart LED Soft White A19 Starter Kit, 2700K 60W Equivalent, 2 Light Bulbs & Hub, Works with Alexa & Google Assistant",21.00,0,https://www.amazon.ca/dp/B01N2TVDYQ/,https://m.media-amazon.com/images/I/51GJJQiGLLL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-21.0
"Aiibe 64GB USB Stick 2Pack Metal USB Drive Thumb Drive 64GB USB 2.0 Memory Stick Waterproof USB Flash Drive with Keyring Jump Drive Zip Drives (64G, 2 Colors: Black Silver)",20.99,0,https://www.amazon.ca/dp/B092CZN8FD/,https://m.media-amazon.com/images/I/41Z79TGH2oS._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-20.99
"USB C to Lightning Cable MFi Certified, Quntis 3Pack 3FT 6FT 10FT iPhone 12 Fast Charging Cable Power Delivery Lightning to Type C Charger Cord for iPhone 13/12 Pro Max/11 Pro/X/XS/XR/8 Plus/iPad/AirPods Pro",20.99,0,https://www.amazon.ca/dp/B08QCGLZR6/,https://m.media-amazon.com/images/I/61fL+LMFubL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-20.99
Fruit of the Loom Women’s Built Up Tank Style Sports Bra,20.99,0,https://www.amazon.ca/dp/B07KSRF8N8/,https://m.media-amazon.com/images/I/71UZglYTV6L._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-20.99
"USB C to Lightning Cable MFi Certified, Quntis 3Pack 3FT 6FT 10FT iPhone 12 Fast Charging Cable Power Delivery Lightning to Type C Charger Cord for iPhone 13/12 Pro Max/11 Pro/X/XS/XR/8 Plus/iPad/AirPods Pro",20.99,0,https://www.amazon.ca/dp/B08QCGLZR6/,https://m.media-amazon.com/images/I/61fL+LMFubL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-20.99
"Nylon Breathable Military Tactical Style Adjustable Web Men Belt,Black,Suit for Pant Size Below 45 Inches",20.99,0,https://www.amazon.ca/dp/B01D1HAV9I/,https://m.media-amazon.com/images/I/71VY+LLi6DL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-20.99
Hanes Women's Jersey Full Zip Hoodie,20.64,0,https://www.amazon.ca/dp/B016YKLC92/,https://m.media-amazon.com/images/I/81bO1PWtEUL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-20.64
mens Multi-pack Mesh Ventilating Comfort Fit Performance No-show Socks,19.99,0,https://www.amazon.ca/dp/B01D2GRTIE/,https://m.media-amazon.com/images/I/91VvLvJikgL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-19.99
Saucony mens Multi-pack Mesh Ventilating Comfort Fit Performance No-show Socks,19.99,0,https://www.amazon.ca/dp/B01D2GRTIE/,https://m.media-amazon.com/images/I/91VvLvJikgL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-19.99
"Mens Leather Bracelet Magnetic-Clasp Cowhide Braided Multi-Layer Wrap Mens Bracelet,7""-8.7""",19.99,0,https://www.amazon.ca/dp/B01I174YPK/,https://m.media-amazon.com/images/I/61pqEbnCTGL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-19.99
"Marchpower iPhone Charger, 2 Pack 6ft Lightning Cable with Dual Port iPhone ipad Charger Block Plug, Compatible with iPhone 13 12 SE 11 Pro MAX X XS 8 7 ipad iPod AirPods -White",19.99,0,https://www.amazon.ca/dp/B08G4BBBF2/,https://m.media-amazon.com/images/I/51v6pxu85lL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-19.99
"250W LED High Bay Light 35,000LM (140Lm/w) 5000K Daylight (for 18 to 24ft Ceiling, 1000W HID/HPS Replacement) 1-10v dimmer UL Listed HYPERLITE High Bay LED Light for Factory Warehouse Church",189.99,0,https://www.amazon.ca/dp/B07WLVG6RX/,https://m.media-amazon.com/images/I/612N0b-IwbL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-189.99
"250W LED High Bay Light 35,000LM (140Lm/w) 5000K Daylight (for 18 to 24ft Ceiling, 1000W HID/HPS Replacement) 1-10v dimmer UL Listed HYPERLITE High Bay LED Light for Factory Warehouse Church",189.99,0,https://www.amazon.ca/dp/B07WLVG6RX/,https://m.media-amazon.com/images/I/612N0b-IwbL._AC_UL320_.jpg,Amazon,2021-10-31T16:21:02,https://www.amazon.ca/s?k=lightning+deals,-189.99
